review_id,Username,Address,Rating,Language,ID_clause,Clause
44327,Kachine R,Old Quarter,3,en,44327.b,but not worth seeing over multiple days.
10401,Sierra A,Crazy House Hang Nga Villa,1,en,10401.e,The very worst part is that the tours start arriving by the bus load at 7 am.
67768,Rey B,White Sand Dunes,4,en,67768.cv,Well there you have it.
33868,Anh Chi,Lake of the Restored Sword,5,vi,33868.b,"but the lake is clean, so it's gotta be checked when you get to the capital, M, right at the time of the big ceremony."
7810,dyolloyd,Cat Ba Island,4,en,7810.b,"you can swim during 30 40 min in the sea (be careful, there is jellyfish !) and do kayaking under the rocks in a cave during 1 hour there is a meal at the lunch time very good food all include in the price around 20 dollars per person except drinks was a very good day for me and my friends, i want do it again"
39374,BaMy's Organic Farm,Notre Dame Cathedral of Saigon,5,en,39374.d,"I was impressed by the extremely crowded atmosphere in the evening, with many young people taking pictures and admiring the beautifully decorated church during the Christmas season."
29659,Douglass Y,Ha Long Bay,4,en,29659.e,but there were moments when we had stretches of quiet to ourselves.
48225,Anna F,Po Nagar Cham Towers,3,en,48225.i,but you can rent protective clothing at the entrance for free.
14993,Oussama,Dragon Bridge,5,en,14993.b,"There are plenty of different viewpoints, so arrive early to get the best spot."
2194,Ice C,Ba Na Hills,5,en,2194.d,"The whole experience was smooth and easy, no complaints here. Five stars all around!"
32222,postscript65,Japanese Bridge,3,en,32222.c,When our guide indicated that this was the famous Japanese bridge I could not believe it.
63134,Johan Nijdam,VinWonders Nha Trang,1,en,63134.a,"When we arrived, it was already extremely busy, with a long queue just to take the cable lift to the island."
8873,QBN,Crazy House Hang Nga Villa,4,en,8873.a,"Available for stays in the guest rooms, open to visitors during the day."
15299,Alec Graham,Dragon Bridge,4,en,15299.b,but it's a bit underwhelming.
2884,edge8400,Ba Na Hills,3,en,2884.d,It provided some very scenic cable car rides.
54400,Caro,Temple Of Literature,3,en,54400.c,The site is peaceful …
17363,Sang Phùng,Fairy Stream,5,vi,17363.c,"An Elvin spring is also a wonderful place to explore natural wonders, to engage in wild activities, to bathe in streams, or to take souvenirs, and it's an ideal destination for those who love the wildness and beauty of nature."
33063,Muton Y,Japanese Bridge,2,ja,33063.e,The picture showed you the gate across the bridge from the old city center.
12257,James D,Cu Chi Tunnel,1,en,12257.b,but would recommend skipping this.
46769,chinhiz,Po Nagar Cham Towers,4,en,46769.b,The location is relatively easy to find
15495,flmesp,Dragon Bridge,4,en,15495.a,"Every Saturday and Sunday at 9:00 PM, the Dragon Bridge offers a spectacular fire and water show."
44957,KarlCorney,Old Quarter,2,en,44957.i,"although I did like Saigon, there was perhaps a little too much of the giant metropolis about it for me the last time"
54374,Diana Boccara,Temple Of Literature,3,en,54374.c,"Since I hadn't researched the place beforehand, relying only on the information provided, I found it quite difficult to …"
16294,B-Fox,Dragon Bridge,3,en,16294.a,Dragon bridge. It's in Danang. It looks like a dragon. It's lit up at night.
28410,Haebee,Hue Imperial City,4,en,28410.c,We were most disappointed to see a flat empty open space where the Forbidden City once stood - bombed and destroyed completely during the war.
6186,Khanh Tran,Cai Rang Floating Market,3,en,6186.e,"The soup dishes weren't to my liking, broth was really sweet, i liked more of a saltier broth."
25879,Elizabeth W,Hoi An Ancient Town,5,en,25879.b,This was a amazing Tour.
26522,LindaJohn87,Hoi An Ancient Town,5,en,26522.c,Take a short trip on a riverboat just for the fun of it.
62870,Bobby Blaze,VinWonders Nha Trang,2,en,62870.f,"If you get there now by your own motorbike, you're forced to park 3-400 meters away and walk around a dirty construction yard in the hot sun."
12206,Harry Archie,Cu Chi Tunnel,2,en,12206.f,"After the war, the Cu Chi tunnels became a national historical site."
6481,Yến Nhi Vũ Hà,Cai Rang Floating Market,3,vi,6481.b,"but it's also interesting, people come in and make coconut candy, and I buy all my things for myself, and when they pay for my shit, check it out, don't pay first, ktra bill, and then pay for it."
15441,Rishabh gupta,Dragon Bridge,4,en,15441.a,P.S - Dont stand on flyover.
27507,Binz,Hue Imperial City,5,vi,27507.a,The destination must come when traveling.
13223,palawanismyhome,Cat Cat Village,4,en,13223.e,There was a small entrance fee to pay and we were given a map showing the walking trails.
65988,Pascal Langen,War Remnants Museum,3,en,65988.a,"Nice propaganda museum. The museum has a nice display of American tanks, planes and howitzers."
34276,Hiền Nguyễn,Lake of the Restored Sword,4,vi,34276.a,"Nice, clean, still rowed by the oars."
61985,mariabri,VinWonders Nha Trang,4,en,61985.h,However themepark was not great.
17780,Алексей,Fairy Stream,4,ru,17780.a,"There are rocks around here, better to come in light."
50453,nguyen diep,Saigon Central Post Office,3,en,50453.d,"They were willing to wait for hours, and tears rolled down their cheeks when they finally connected with loved ones through long-distance calls."
15467,Олег Солонин,Dragon Bridge,4,en,15467.b,"We were there on Friday, I wouldn't say there were a lot of people."
12591,JTHTBVMTTE,Cu Chi Tunnel,1,nl,12591.ad,"It seems to be a goal to frustrate you as soon as possible, so you want to spend a lot of money to get out on the shooting range."
32582,Sofi NS,Japanese Bridge,3,en,32582.e,It is a nice bridge but let's not overreact over it.
46609,Jay H Kim,Po Nagar Cham Towers,4,en,46609.d,Early mornings are the least crowded.
52681,fancyazn,Tam Coc-Bich Dong,2,en,52681.b,but incredibly disappointed in what tourism has done to its natural allure.
40568,NICOL62,Notre Dame Cathedral of Saigon,4,en,40568.c,"So e took a walk through the park nearby, saw the squirrels on the trees eating from plastic bags attached to the tree trunk with fruit inside."
4671,highimpactuk,Ben Thanh Market,2,en,4671.a,Feel free to visit and have a look and also get a view of what could be baseline prices.
63189,Varun Vijan,VinWonders Nha Trang,1,en,63189.k,"VinWonders Nha Trang, based on my visit, is unfortunately a significantly lower grade attraction compared to the standard set by Bana Hills."
2453,Fastjet58,Ba Na Hills,5,en,2453.k,but for sure will return when the world gets back to the old normal.
19397,гуль,Golden Bridge,5,ru,19397.a,"Impressive place, a monastery in the mountains and the jungle."
3256,BCrocks604,Ba Na Hills,1,en,3256.e,but couldn’t get out of there fast enough.
5507,An_danh_211,Cai Rang Floating Market,5,en,5507.h,Neither of us got sick.
30775,ako z,Ha Long Bay,2,en,30775.a,"Although there are some negative reviews about Halong Bay, we didn't care at first. We booked a 2 days 1 night trip worth 80usd."
26903,Lindiwe D,Hoi An Ancient Town,3,en,26903.c,"Every few steps, we had locals trying to sell us something or asking us to get into their stores."
63510,Natali Nataliia,VinWonders Phu Quoc,5,ru,63510.a,It's a very cool entertainment park. I'm sure you'd like to visit.
9147,Owen,Crazy House Hang Nga Villa,3,en,9147.h,All in all its worth going to as it's easy to get to if you are staying within da lat
21271,Boomeranger,Ho Chi Minh's Mausoleum,4,en,21271.d,We went with out guide and glad we went as it was very informative.
22691,Jules,Ho Chi Minh's Mausoleum,1,en,22691.h,You should wear long clothing.
44403,Juan D,Old Quarter,3,es,44403.c,This city is of hate and love.
5167,네이버검색지커피,Ben Thanh Market,1,ko,5167.i,"For reference, the area is crowded with tourists, so prices are generally on the expensive side."
10450,APW,Crazy House Hang Nga Villa,1,en,10450.c,Relatively cheap at 40k VND but that is the only positive for me.
46042,SophiaPony,Po Nagar Cham Towers,5,en,46042.a,The temple complex consists of the main temple dedicated to Ponagar (which we couldn't enter because it was open only at 12:00 PM due to preparation of offerings) and additional temples.
26412,bobnrobyn,Hoi An Ancient Town,5,en,26412.c,"Some much history , wonderful old halls , bridges and houses .At night we took a boat ride and placed lanterns on the water and made a wish ."
12304,Zuirti,Cu Chi Tunnel,1,en,12304.t,The tour lasts less than an hour and you see groups of tourists being rushed through the site
1277,LauraGGN,An Bang Beach,2,fr,1277.b,Same disappointment on the beach which is only an alignment of beach armchairs and umbrellas on a fairly banal beach.
14196,sul1986,Cat Cat Village,1,en,14196.c,Better a hike in villages than this touristic area. Very disappointed.
66097,Khoa,War Remnants Museum,3,en,66097.a,"spacious, hot, images with lots of lights cause glare"
17025,YouDidEs,Fairy Stream,5,de,17025.c,The water was covered with water between our feet and knees.
16007,Drew,Dragon Bridge,3,en,16007.b,The Trip Advisor system insists that I write more
32485,Maiju P,Japanese Bridge,3,en,32485.a,Whilst you're at the old town its easy to check this out. No ticket needed.
67509,Matilda N,White Sand Dunes,4,en,67509.b,You should visit it by sunset time.
52090,Axel Symann,Tam Coc-Bich Dong,4,de,52090.a,Naturally very nice. Have even seen some monkeys on the canoe tour.
40691,njan45,Notre Dame Cathedral of Saigon,4,en,40691.b,It was popularly known as Saigon Church.It is currently closed for renovation.
59908,박항아,The Marble Mountains,2,ko,59908.a,"There were street vendors with a lot of commercial sensations and ticket boys who were unkind and paid for entrances, and they were worried about not being able to see the show, and they said, ""Oh, I'm not going to see you."""
12453,Aly ._.,Cu Chi Tunnel,1,en,12453.d,"But it’s okay, at least we get a guide that will tell us more about it and we can learn something new today (ha ha no)."
5541,An_danh_245,Cai Rang Floating Market,5,en,5541.a,"Alex Duc Huu Nguyen is the best tour guide in the whole world, we spent 2 days of visiting and laughing so much with him."
20985,Adrian Clegg,Ho Chi Minh's Mausoleum,4,en,20985.b,"We went at 9am on a Sunday and the queue was insane - out the gates, all the way around the perimeter and seemed not to be moving. We decided to …"
5547,An_danh_251,Cai Rang Floating Market,5,en,5547.d,"The Tuk-Tuk ride was a unique experience, excitingly navigating us through narrow streets and offering us the opportunity to see the surroundings from a completely new perspective."
52953,Prommi,Tam Coc-Bich Dong,1,en,52953.a,We really enjoyed our stay and the surroundings.
4380,juliee109,Ben Thanh Market,3,en,4380.c,If you want this experience make sure you bargain the price for return trip or just the single trip to the Hong Kong Market Ben Thành Market is busy and hot
50228,Waan waan,Saigon Central Post Office,3,en,50228.b,"The area is lively and crowded with visitors and tour vendors, with souvenir shops nearby."
361,Casio 1,An Bang Beach,5,ko,361.a,I was afraid of the bad weather on the day I visited
24241,Courtney,Hoa Lo Prison,3,en,24241.a,If you have interest in the American Vietnam war this has a lot of interesting history.
57510,버티ja,The Independence Palace,2,en,57510.e,but it doesn't have good maintenance program.
41540,Laura T,Notre Dame Cathedral of Saigon,3,en,41540.a,"We visited busy Notre Dame Square to take photos of the cathedral and combined with a quick visit to the Post Office, located over the road."
20881,Oisin K,Ho Chi Minh's Mausoleum,5,en,20881.d,"The Mausoleum was also great, and there is clearly deep and genuine affection for their saviour and father of a nation."
48260,Andru2308,Po Nagar Cham Towers,3,en,48260.a,The view from the top is nice
46054,Heather P,Po Nagar Cham Towers,5,en,46054.a,"Thoroughly enjoyed the view, the history and the ambience."
15455,Piotr Urbaniak,Dragon Bridge,4,en,15455.b,"During the day, it's a rather poor attraction."
32533,James R,Japanese Bridge,3,en,32533.b,You cannot enter the bridge without a ticket which they demand you buy as you enter the old town.
47924,Andrey V,Po Nagar Cham Towers,3,en,47924.b,You can see it if it's on a tour or if you're nearby.
11543,Dianarf,Cu Chi Tunnel,3,en,11543.c,Tell you how many stops there will be.
64719,ELAndrews,VinWonders Phu Quoc,2,en,64719.f,This wad after repeated explanation from staff that we had been waiting as per (wrongly) instructed.
41540,Laura T,Notre Dame Cathedral of Saigon,3,en,41540.b,The cathedral is under renovation until 2020 so no entry is allowed.
35989,Cookie Monster,My Son,4,en,35989.m,"If you are someone who loves ancient ruins and imagining bygone civilizations at your own pace, rent your own scooter and get yourself here before the loud annoying crowds."
19316,Alex Lopes,Golden Bridge,5,en,19316.c,"Still, it was easy to have a feeling about the potential of the place in a clear day."
23092,Jeong,Hoa Lo Prison,5,en,23092.c,"but it was similar to the entrance fee), and I highly recommend it."
26746,Alessandro S,Hoi An Ancient Town,4,en,26746.a,Hoi An is truly beautiful.
15943,Dr. Adnan Shareef,Dragon Bridge,3,en,15943.j,There are also night markets on the both sides of the river with multi cuisine food places.
917,maryyeo,An Bang Beach,3,en,917.f,Ok I made the name up
65238,con hava,War Remnants Museum,5,fr,65238.c,"The museum is extremely detailed and highlights essential elements of the conflict between the Vietnamese Socialist Party and the United States, through photos, testimonies and authentic objects."
37609,Toàn Nguyễn,Nha Trang Beach,5,vi,37609.a,"It's so beautiful, it's so high, it's too traffic."
60612,Hieu Nguyen Chi,Tra Su Cajuput Forest,4,en,60612.a,"Good. But there is no fuel station near this, so make sure that you have fuel enough."
11051,Usia2014,Cu Chi Tunnel,4,en,11051.c,"However, it took 4 hours to get there and 3 hours to get back!"
26813,washburn f,Hoi An Ancient Town,4,en,26813.a,Romantic and beautiful old town despite of mass tourism 2 of us rent an old boat and riding together with locals.
3989,Anusha666,Ben Thanh Market,4,en,3989.a,It's a lovely place with a range of products.
55011,Mdsf1000,Temple Of Literature,3,en,55011.d,"Some city tours include it, others don't."
23508,Rene Bidstrup Nymand,Hoa Lo Prison,4,en,23508.b,One can only imagine the horrors. .a must see if you are interested in the history of the vietnamese people...
8316,jory70,Crazy House Hang Nga Villa,5,en,8316.b,A nice place to visit for just 2 euros per person.
38843,PhilandViv,Nha Trang Beach,2,en,38843.b,Most people seem to be happy to lie amongst it ( and add their cigarette butts)
59679,Kseniia,The Marble Mountains,3,en,59679.k,"I saw much better caves, so I would not say this one is a must-see"
68403,Sheridan J,White Sand Dunes,1,en,68403.m,My brothers chain fell off and he couldn’t drive it whatsoever; and the other two quad bikes literally couldn’t turn in the sand and would break down constantly.
10657,browncondo2102,Cu Chi Tunnel,5,en,10657.c,Subterranean tunnel systems used by the Viet Cong to plan campaigns such as the Tet Offensive.
56768,Elia,The Independence Palace,3,en,56768.b,"The place is humid and hot in the day, and nothing much to see actually apart from the furnitures and setting that marked the important timeline."
58971,RimidalV,The Marble Mountains,4,ru,58971.a,"It's a normal location, but it's very obsessive."
11780,Dong Ly Quang,Cu Chi Tunnel,3,vi,11780.a,There's still a lot of improvement in the experience.
13902,Shan Nie Chew,Cat Cat Village,2,en,13902.c,Good place to take pics and insta friendly.
67155,Saunderson,White Sand Dunes,5,en,67155.b,The sights are great
61955,shuyin526,VinWonders Nha Trang,4,en,61955.d,There is no proper or strict queuing system.
6934,Phạm Văn Huy,Cai Rang Floating Market,1,vi,6934.a,Few products are being sold.
21566,Gmglcfc,Ho Chi Minh's Mausoleum,3,en,21566.e,A must see in Hanoi but not that memorable.
41103,Kang Teresa,Notre Dame Cathedral of Saigon,3,en,41103.a,It's under remodeling so I can't see it at all.
21411,Rodney Egel,Ho Chi Minh's Mausoleum,3,en,21411.a,"Although the entire ""square"" may be open during the hours listed on Google Maps, the entrance to the Mausoleum itself is only open until 10:30am or something like that."
6300,Trường Hồ,Cai Rang Floating Market,3,vi,6300.a,"No longer crowded, tourists outnumber sellers, who were told should go to the market at 3 or 4 a.m. before seeing the busy trade."
2596,VincentHoKuching,Ba Na Hills,5,en,2596.a,See a bit of Europe right here in Vietnam. Theme park up in the Hills.
12505,Shreehari S,Cu Chi Tunnel,1,en,12505.a,Dont buy bullet shaped locket chain...airport securities wont allow you
15454,Y I,Dragon Bridge,4,en,15454.a,The dragon spews fire and water from 9pm on weekends (maybe on Fridays too?).
2777,Itravel0ne,Ba Na Hills,4,en,2777.i,Very impressed with the efficient operation.
42845,Andrew W,Notre Dame Cathedral of Saigon,2,en,42845.c,This is a colourless affair (yes it is RC) that looks unloved.
40248,Straw Hat Luffy,Notre Dame Cathedral of Saigon,4,en,40248.e,"The cathedral is not only a symbol of Catholicism in Vietnam, but also one of the unique architectural works of Ho Chi Minh City and a popular tourist destination."
7791,Arick M,Cat Ba Island,4,en,7791.a,GREAT PLACE to experience the dramatic scenery Very glad we went to CAT BA instead of the standard Halong Bay.
52292,Mauritsi E,Tam Coc-Bich Dong,3,de,52292.a,"The boat trip lasts about 1.5 hours and costs for 2 people about 400,000 Dong."
15162,Barry D,Dragon Bridge,4,en,15162.b,We also walked the bridge which is lit up and being their on the first day of Tet we got to also experience the fireworks which incorporated the bridge
51850,Holly R,Tam Coc-Bich Dong,4,en,51850.q,Another woman was rowing her boat with her feet
38696,Canuck1984,Nha Trang Beach,3,en,38696.e,To our surprise the beach had hundreds of Vietnamese (many up there in age) all exercising in various ways.
26272,Roland De,Hoi An Ancient Town,5,en,26272.b,"The town is so colorful and full of things that you would like to explore, to buy."
42932,Dory remembers,Notre Dame Cathedral of Saigon,1,en,42932.b,"If you’re short on time, it’s not worth a stop right now."
3945,srimanone,Ben Thanh Market,4,en,3945.b,Any nasty merchants walk by and don’t stop.
29932,anshu nahar,Ha Long Bay,4,en,29932.c,but the staff was trying to put there wfforts to make it worth
47932,Anonymous guest,Po Nagar Cham Towers,3,en,47932.f,The architecture was somewhat unique
14577,MissHK2009,Dragon Bridge,5,en,14577.a,"It's a must-go in Da Nang, iconic!"
21572,TerryH,Ho Chi Minh's Mausoleum,3,en,21572.d,No queues due to impact of corona virus.
48354,Will N,Po Nagar Cham Towers,3,en,48354.d,"Once you're done looking and taking pictures, there's not any ""activities"" (for a lack of a better word) to do at the site."
22693,GeorginaGal,Ho Chi Minh's Mausoleum,1,en,22693.b,and there is a yellow line on the pavement that you are not allowed to step over.
39178,Andy Cara Vaggio,Notre Dame Cathedral of Saigon,5,en,39178.c,"With every section freed from scaffolding, the cathedral reveals itself as even more beautiful, more refined, and more impressive than before."
19980,진국인 남자,Golden Bridge,3,ko,19980.b,but you can take pictures on the other side of the bridge!
47974,4eh 4,Po Nagar Cham Towers,3,en,47974.r,"but I didn't get the joke. Well, that's about it."
42779,Anouk B,Notre Dame Cathedral of Saigon,2,en,42779.b,Do it with a map en walk Don't pay a tour for this
34583,Andreas Meudt,Lake of the Restored Sword,4,en,34583.a,Evening Magic at Hoàn Kiếm Lake We visited Hoàn Kiếm Lake in the evening during sunset — the perfect time to enjoy its warm and lively atmosphere in the heart of Hanoi.
23354,David W,Hoa Lo Prison,5,en,23354.d,Well worth the visit
58571,Robin Z,The Marble Mountains,5,de,58571.a,"Just a must, it is incredible how far it goes partly into the caves, moreover very well developed"
5025,Himanshu JAIN,Ben Thanh Market,1,en,5025.d,Bargaining is expected here
59999,Kim Janson-Smith,The Marble Mountains,2,en,59999.b,However the hoards of tourists kill the atmosphere.
12596,GWThuyCin,Cu Chi Tunnel,1,en,12596.b,"but in Cu Chi tunnel, it's much more than double pricing!!!"
1259,The last selfie,An Bang Beach,2,en,1259.g,but wouldn't take a holiday at beach.
65507,jesus l,War Remnants Museum,4,en,65507.b,"This museum showcases exhibits and photographs related to the Vietnam War, including military equipment and personal artifacts."
29812,Song,Ha Long Bay,4,en,29812.d,I was not disappointed by my expectations.
30229,Welshperson,Ha Long Bay,3,en,30229.e,It was a disappointment and work needs to be done to clean the place up!!!
64296,KIM,VinWonders Phu Quoc,3,en,64296.a,It's not as good as I thought.
22479,Aeliyah Atthakasem,Ho Chi Minh's Mausoleum,1,en,22479.a,the staff were rude it just totally kills your mood and everything becomes terrible.
47920,warlike,Po Nagar Cham Towers,3,en,47920.a,"It was smaller than I expected, but worth a visit."
26334,Rus5ty,Hoi An Ancient Town,5,en,26334.b,"Only negative, it is so famous that some vendors are getting greedy and charging exorbitant prices, so it pays to shop around and haggle."
48236,Alexey B,Po Nagar Cham Towers,3,en,48236.c,"But while the tour was underway, my wife and I didn't bother climbing the stairs"
55277,1796,Temple Of Literature,3,en,55277.b,"There is signage in English, French and Vietnamese keeping you informed about the various statues you see."
45064,Remus Spanu,Old Quarter,2,en,45064.d,"And this was a pharmacy, not a local souvenir store..."
4515,Alan P,Ben Thanh Market,2,en,4515.e,The cost is still low
12075,מילנה מורגה,Cu Chi Tunnel,2,en,12075.b,If you want to shoot it’s really expensive.
5426,An_danh_130,Cai Rang Floating Market,5,en,5426.a,A big thank you to Alex and James!
45404,Stephen Merrett,Po Nagar Cham Towers,5,en,45404.a,A charming and well maintained historical site.
51269,Oanh Hoang,Saigon Central Post Office,1,en,51269.o,I hope the management will help me resolve this matter. Sincerely thank you.
10250,Олег Стекачев,Crazy House Hang Nga Villa,2,en,10250.a,Strange place. A waste of time and money.
9514,From Durst,Crazy House Hang Nga Villa,3,en,9514.c,and also 50’000 Dong entrance fee..
46751,Ooi Hong K,Po Nagar Cham Towers,4,en,46751.c,"If you are wearing shorts, you need to wear a robe (loan free-of-charge) before you go into the temple."
30489,Alex J,Ha Long Bay,2,en,30489.f,"The ""cruise ship"" was anchored in the bay."
25154,tobinka,Hoa Lo Prison,2,en,25154.g,Entrance is 20.000VND per person.
28271,Thản Đinh Duy,Hue Imperial City,4,vi,28271.a,Is it the best view
65880,Matthew Juddery,War Remnants Museum,3,en,65880.d,Does not give a detailed account of the war itself.
31778,milla1101,Japanese Bridge,4,en,31778.b,"however if you want to see it in all its beauty, visit during the day when tourists are at a minimal and not at night when it is overcrowded and full of tourists!"
7555,twowheelsgood,Cat Ba Island,5,en,7555.c,We did not stay on boats overnight as my wife fears being seasick.
3267,DLamD,Ba Na Hills,1,en,3267.c,What’s the point of paying so much if we still have to pay for a lot of overpriced attractions inside?
22558,Salokol Salokik,Ho Chi Minh's Mausoleum,1,en,22558.e,"If you want to see the mausoleum, it's better to go to Moscow; the atmosphere is much nicer."
23924,brent h,Hoa Lo Prison,3,en,23924.b,Definitely a one-sided story being told.
32376,Kate T,Japanese Bridge,3,en,32376.a,"Very old and intricate You can cross the bridge at any time when in the city, It is often very crowded, the ancient small living quarters on the bridge can be one of the free entry points on your ticket"
22964,KC,Hoa Lo Prison,5,en,22964.c,"I went Dec 11, 2025 and they move some of the artifacts and renovating so check before you come."
4273,Mmarymomm,Ben Thanh Market,3,en,4273.a,I do not care for this type of shopping.
26461,Barang Bong,Hoi An Ancient Town,5,en,26461.c,Live music and day and night markets to explore.
56089,Aldrin Martins,The Independence Palace,5,en,56089.a,The independence palace is a beautiful building where you can visit i side for just a small fee but from outside also its beautiful.
20599,하노이마녀,Ho Chi Minh's Mausoleum,5,en,20599.a,"After dinner, we headed out to see the 9 o'clock flag-lowering ceremony."
17172,stephmacle,Fairy Stream,5,fr,17172.b,Small ballad of 1/2h feet in the water in a small canyon with red sand. Feric.
11130,pnmehta,Cu Chi Tunnel,4,en,11130.i,Still we had a great experience at the place and worth recommending to any first time tourist to Vietnam.
19122,Ngọc Thy Đỗ Trần,Golden Bridge,5,vi,19122.a,"The golden bridge is hard for people to take pictures of, so it's very sunny to take umbrellas."
55014,GohYH93,Temple Of Literature,3,en,55014.b,"82 stone stelles, similar to those in Hue and I saw 1 such stone stelle in Tran temple, Ninh Binh."
13165,Stephxteh,Cat Cat Village,4,en,13165.q,The roads in Sa Pa are ... hazardous.
20444,Dương Khánh,Ho Chi Minh's Mausoleum,5,en,20444.d,The mausoleum's architecture harmoniously combines modern style with traditional national features.
32040,LolaGo1,Japanese Bridge,3,en,32040.c,"I passed it several times, not realizing it was the bridge that I was looking for."
26994,Ayesha Connolly,Hoi An Ancient Town,2,en,26994.b,But the overall experience didn’t live up to what we’d hoped for.
9737,Jihye Lee,Crazy House Hang Nga Villa,3,en,9737.c,"I went a year ago, and there were still many areas under construction."
28907,Jeannette J,Hue Imperial City,2,en,28907.e,We were immersed in local lore.
14879,Kellie Keoh,Dragon Bridge,5,en,14879.c,You can find so many Koreans here. I love DN
6706,JenniferWashDC,Cai Rang Floating Market,1,en,6706.al,"When we would eat lunch, he would just sit us down and say when we would leave, never explaining the fixed lunch menu or how that related to local culture."
7308,Michael H,Cat Ba Island,5,en,7308.c,"Hire a scooter $4 US for a full day, explore"
31922,quabi,Japanese Bridge,4,en,31922.a,"Small, nice, go at night It's right at the Centers of old town activity."
25868,Kyle,Hoi An Ancient Town,5,en,25868.a,"One of the greatest places you will see in vietnam such a relaxing chilled out vibe of the old town with so much fun to do over a 4 day visit..riding a bike or walking around the old town and really taking it in and enjoying yourself with the night markets eating some top notch street food especially the ricepaper pizza loved it..great egg coffee and other varietys to be found my personal faviroutes and so far the best egg coffees ive had is here compared to being in hanoi,saigon,da nang ect."
43454,Cleve A,Old Quarter,5,en,43454.b,"We started with the Hanoi Street Food Adventure, and it was fantastic!"
41911,jeffvoyage,Notre Dame Cathedral of Saigon,3,en,41911.d,"A shame, especially since the work is likely to continue."
2914,tanyar695,Ba Na Hills,3,en,2914.a,Long way to go to be up in the clouds with no view This bridge is certainly amazing
14938,Damjan Franz Lu,Dragon Bridge,5,en,14938.a,Fun to see. Not a must but still a memory.
53282,Razaman Ridzuan,Temple Of Literature,5,en,53282.a,The Temple of Literature is truly one of the most beautiful and peaceful places I visited in Hanoi.
22466,Von,Ho Chi Minh's Mausoleum,1,en,22466.a,"No just no, wore appropriate clothing"
26638,Onbarefeet,Hoi An Ancient Town,4,en,26638.b,The old town’s streets and buildings have beautifully preserved their original architecture and walking through them almost feels like being transported back to the 15th century.
42119,hansala,Notre Dame Cathedral of Saigon,3,en,42119.a,Looks like European style church.
20493,Canh Le,Ho Chi Minh's Mausoleum,5,en,20493.c,"Therefore, the Mausoleum was built and inaugurated on August 29, 1975, consisting of three layers with a height of 21.6 m, a width of 41.2 m; the lower layer is shaped like a three-step staircase, the middle layer is the central structure of the mausoleum including the body room and corridors, stairs."
429,Sanja K,An Bang Beach,4,en,429.h,"I tried to argue because there were only 5 deck chairs occupied and approximately 90 free, but with no success."
58635,BORIS Petrykin,The Marble Mountains,5,en,58635.g,It feels like standing on top of the world. · In the Caves Below: Exploring the cave networks is mind-blowing.
20477,Mohsin Raza,Ho Chi Minh's Mausoleum,5,en,20477.d,The meticulously maintained gardens surrounding the mausoleum add to its serene ambiance.
31526,rozbecke,Japanese Bridge,5,en,31526.b,More of all the places we visited.
3768,Kevin F,Ben Thanh Market,4,en,3768.a,Great market where you can get just about anything you want/need.
49669,Sylviani Oktarista,Saigon Central Post Office,4,en,49669.c,"It's located in the center of city, you can walk around here and other places at the same time."
15273,Yuk Ming Fong,Dragon Bridge,4,en,15273.e,"but, sadly, it did not have the fire show."
28654,nzwestie,Hue Imperial City,3,en,28654.e,We saw it all and made our way out to all the taxis and transport people hassling us big time.
30366,BludStory,Ha Long Bay,3,en,30366.k,even though it has entered UNESCO protection.
24048,Seigi Suh,Hoa Lo Prison,3,en,24048.b,This site offers a glimpse into a …
17499,Ron59,Fairy Stream,4,nl,17499.g,Most Koreans and Chinese don't walk all the way.
67053,MissFaraAlly A,White Sand Dunes,5,en,67053.a,Thank u Mr Kim for awesome tour !
65497,Eff Bee,War Remnants Museum,4,en,65497.c,"though regrettably, the information presentation caused congestion."
65729,Jalaky,War Remnants Museum,4,en,65729.c,Most of the displays downstairs were as you’d expect
30836,Laura Jové,Ha Long Bay,2,es,30836.e,"We went to the counterclockwise at all times the activities that we carried out (caves, kayak, Ti top island, cooking class) were crowded with people, which does not allow you to relax or enjoy the moment."
30050,Lancelot Clinton,Ha Long Bay,3,en,30050.d,"Well, it was peaceful-ish, if you ignore the other 50 boats doing the exact same thing."
2671,Jeremiah L,Ba Na Hills,4,en,2671.h,The theme itself was nice enough.
59181,Katrina O,The Marble Mountains,4,en,59181.g,Allow up to 2 hours as there is alot to explore at the top .
32117,Jacki H,Japanese Bridge,3,en,32117.a,Interesting Japanese bridge One of the Hoi An sights that is worth seeing.
29781,Giulietta_inthesky,Ha Long Bay,4,it,29781.c,"Unfortunately the presence of numerous boats ruins a bit, as well as the presence of garbage in the water."
50785,Fernphoto,Saigon Central Post Office,2,en,50785.c,but they don't offer anything different.
48024,Nikita L,Po Nagar Cham Towers,3,en,48024.c,"Of course, one can indulge one's imagination and imagine how, centuries ago, on a full moon, priests with torches walked among these columns, ascending the steps to the towers. But it's all pretty ordinary..."
2610,Andrew Marshall,Ba Na Hills,4,en,2610.b,A world class facility with great cable car rides with beautiful scenery and the mystical French Village at the very top.
28065,Indigo39,Hue Imperial City,5,en,28065.a,Impressive Ancient city This place is very serene
57059,radio_hack,The Independence Palace,3,en,57059.a,Worth seeing if you’re at a loose end This is often listed as one of the ‘must-see’ places in Ho Chi Minh city
37493,Margo Nefedova,My Son,1,ru,37493.a,"It's not interesting, it's hot."
